;AAPL UW Equity;AXP UN Equity;BA UN Equity;CAT UN Equity;CSCO UW Equity;CVX UN Equity;DIS UN Equity;DWDP UN Equity;GE UN Equity;GS UN Equity;HD UN Equity;IBM UN Equity;INTC UW Equity;JNJ UN Equity;JPM UN Equity;KO UN Equity;MCD UN Equity;MMM UN Equity;MRK UN Equity;MSFT UW Equity;NKE UN Equity;PFE UN Equity;PG UN Equity;TRV UN Equity;UNH UN Equity;UTX UN Equity;V UN Equity;VZ UN Equity;WMT UN Equity;XOM UN Equity;INDU Index
01/05/2009;18.1771;24.29;41.21;37.26;19.65;66.87;21.94;15.7;12.69;127.08;25.77;104.61;15.81;52.59;32.49;21.235;52.4;57.88;24.3;20.24;13.23;13.58;49.5;41.21;22.97;49.52;16.2525;28.5456;50.05;68.01;8212.41
04/05/2009;18.86;27.28;42.15;38.48;19.57;66.68;22.86;16.39;13.1;134.16;26.22;106.19;16.64;53.82;35.79;21.585;52.8;58.48;24.62;20.25;13.8175;13.98;50.99;42.12;23.72;51.22;17.05;29.0035;50.9;68.12;8426.74
05/05/2009;18.9586;26.57;43.15;39.41;19.63;65.75;23.15;16.33;13.1;135.2;26.19;105.85;16.16;54.36;34.82;21.57;53.16;58.43;24.59;19.79;13.75;14.28;49.79;39.9;25.56;51.83;16.8475;28.6204;50.46;67.65;8410.65
06/05/2009;18.9286;27.14;44.2;40;19.61;68.11;25.87;15.19;13.67;139.33;26.04;104.62;16.12;54.21;37.22;21.47;53.68;59.14;24.61;19.79;13.6525;13.91;50.84;38.69;25.93;52.29;16.5475;28.7418;49.51;68.58;8512.28
07/05/2009;18.4371;25.97;43.53;37.92;18.95;67.98;25.33;15.75;13.96;133.73;25.61;102.59;15.77;54.89;35.24;21.4;53.39;58.77;25.21;19.32;13.27;14.16;51.34;37.48;28.39;51.72;16.3825;27.9009;49.89;68.93;8409.85
08/05/2009;18.4557;28.4;45.83;39.64;18.73;70.38;25.46;17.5;14.53;139.59;25.5;101.49;15.29;54.98;38.94;21.46;54.92;60.09;24.82;19.42;13.605;14.4;51.57;38.82;28.87;53.55;17.1075;27.8916;50.14;70.8;8574.65
11/05/2009;18.51;26.04;44.72;38.43;18.61;68;24.71;17.63;14.19;135.78;24.93;102.9;15.37;54.11;35.83;21.375;54.4;59.11;24.4;19.32;13.285;14.15;50.37;37.49;27.59;52.5;16.4825;27.8635;50.63;69.27;8418.77
12/05/2009;17.7743;25.45;44.1;38.06;18.72;69.19;24.32;17.04;13.68;135.41;24.64;103.94;15.21;55;35.36;22.2;53.97;59.53;24.98;19.89;12.745;14.93;50.94;38.76;27.32;52.84;16.305;28.4055;50.9;70.82;8469.11
13/05/2009;17.07;24.09;42.95;36.08;18.07;68.1;23.6;15.58;12.91;129.26;24.83;102.26;15.13;55.15;34.05;21.815;53.49;56.94;25.67;19.69;12.38;15.27;50.96;38.93;27.66;50.61;16.1175;27.7981;50.03;69.77;8284.89
14/05/2009;17.5643;24.72;43.44;36.07;18.09;67.85;23.48;16.52;13.04;133.6;24.53;101.05;15.54;55.02;35.54;22.45;53.57;57.94;26.05;20.06;12.7375;15.34;50.8;39.95;27.8;51.51;16.13;28.013;49.1;69.76;8331.32
15/05/2009;17.4886;24.23;43;35.74;17.92;65.88;23.41;16.47;12.86;134.4;24.4;101.37;15.19;55.41;34.91;22.48;53.46;57.92;25.47;20.22;12.4375;15.01;50.67;39.76;27.51;51.28;16.2675;27.6673;48.15;69.11;8268.64
18/05/2009;18.0957;26.13;44.37;37.78;18.72;66.03;24.21;17.65;13.47;143.15;26.02;104.58;15.52;56.05;37.26;23.035;54.2;59.23;25.74;20.6;12.8;15.19;52.52;40.6;27.81;52.98;16.6025;27.7514;49.92;70.5;8504.08
19/05/2009;18.2071;24.79;44.62;37.67;18.88;65.86;23.82;17.88;13.7;141.15;24.63;105.51;15.65;55.89;35.81;23.32;53.87;59;25.77;20.31;13.01;15.1;52.95;39.27;27.46;52.3;16.2;27.7047;49.36;70.52;8474.85
20/05/2009;17.9814;23.98;44.58;37.3;18.6;65.21;23.55;17.76;13.77;136.44;23.83;104.05;15.58;55.87;34.55;23.5;56.25;58.2;26.09;20.38;12.6725;15.11;54.02;38.98;27.78;51.74;16.24;27.8729;48.94;69.61;8422.04
21/05/2009;17.74;24.15;43.29;35.54;18.1;64.47;23.23;17.07;13.24;137.16;22.89;102.82;15.18;54.99;34.9;23.34;55.69;56.55;26.12;19.82;12.8375;14.83;53.02;39.7;26.92;50.76;16.57;27.2468;49.11;68.39;8292.13
22/05/2009;17.5;23.4;42.94;34.31;17.89;64.44;23.7;17.28;13.1;136.35;22.86;101.89;15.05;54.77;34.41;23.65;57.08;56.07;26.17;19.75;13.1025;14.96;53.03;40.26;26.3;51.04;16.4375;26.9198;49.25;68.83;8277.32
25/05/2009;17.5;23.4;42.94;34.31;17.89;64.44;23.7;17.28;13.1;136.35;22.86;101.89;15.05;54.77;34.41;23.65;57.08;56.07;26.17;19.75;13.1025;14.96;53.03;40.26;26.3;51.04;16.4375;26.9198;49.25;68.83;8277.32
26/05/2009;18.6829;24.57;44.16;35;18.49;65.66;24.54;16.94;13.39;142.05;23.8;105.02;15.48;55.26;36.54;23.605;58.84;57.91;26.56;20.34;13.5425;15.02;53.78;41.41;27.19;52.74;16.6925;27.686;50;69.81;8473.49
27/05/2009;19.0071;23.5;43.57;35.05;18.22;64.57;23.87;16.92;12.99;140.01;23.33;102.93;15.46;54.22;34.66;23.315;57.82;56.04;26.63;20.13;13.6025;14.66;51.78;38.92;27.49;51.44;16.48;27.0506;49.32;68.3;8300.02
28/05/2009;19.2957;24.3;44.32;34.59;18.51;65.81;23.99;16.87;13.19;144.65;22.7;104.69;15.72;54.53;36.65;23.45;58.13;56.55;26.77;20.45;13.7775;14.69;52.59;39.45;27.19;52.38;16.625;27.3496;49.55;69.23;8403.8
29/05/2009;19.4014;24.85;44.85;35.46;18.5;66.67;24.22;17.68;13.48;144.57;23.16;106.28;15.72;55.16;36.9;24.58;58.99;57.1;27.58;20.89;14.2625;15.19;51.94;40.66;26.6;52.61;16.9275;27.3403;49.74;69.35;8500.33
01/06/2009;19.9;25.99;47.7;37.55;19.5;69.21;25.03;17.1;13.86;144.33;24.16;108.37;16.5;55.78;36.11;24.51;59.85;59.29;27.53;21.4;14.815;14.76;53.36;41.91;27.5;55.27;16.665;27.3309;50.59;71.76;8721.44
02/06/2009;19.9271;24.71;49.2;37.45;19.61;69.35;25.13;18.73;13.8;143.13;24.5;106.83;16.19;56.21;34.5;24.83;60.38;59.96;27.7;21.4;14.4575;14.98;53.71;42.98;28.1;55.58;16.7025;27.6299;49.93;72.92;8740.87
03/06/2009;20.1357;24.48;48.37;36.66;19.36;68.26;25.08;17.68;13.5;142.15;24.37;106.49;15.94;56.16;33.98;24.545;60.99;59.5;27.59;21.73;14.5425;14.89;53.81;42.7;27.5;54.69;17.0575;27.6486;50.88;72.08;8675.28
04/06/2009;20.5343;25.25;50.57;38.02;19.67;69.79;25.14;17.97;13.75;149.47;24.57;106.33;16.13;55.84;35.35;24.88;60.24;59.85;26.58;21.83;14.385;14.64;53.35;43.62;27.27;55.13;17.38;27.6299;50.87;72.98;8750.24
05/06/2009;20.6671;24.95;52.65;38.47;19.87;69.37;24.95;17.56;13.54;149.01;24.17;107.24;15.92;55.93;34.55;24.72;59.87;60.94;26.07;22.14;14.5725;14.51;53.18;43.75;27.1;56.39;17.32;27.3309;51.07;72.97;8763.13
08/06/2009;20.55;25.65;52.83;38.57;19.87;69.58;25.33;16.95;13.56;148.35;24.56;107.49;15.92;55.63;35.39;24.69;58.72;60.69;25.93;22.05;14.5;14.31;53.14;43.92;26.05;56.49;17.45;27.359;50.81;73.17;8764.49
09/06/2009;20.3886;26.93;52.35;38.24;20.08;70.19;25.33;17.87;13.57;149.31;24.35;108.14;16.42;55.7;35.26;24.545;59.08;60.34;25.72;22.08;14.665;14.13;52.41;44.04;25.98;55.52;17.1575;27.4898;50.61;73.12;8763.06
10/06/2009;20.0357;26.69;52.3;37.62;19.95;70.22;25.1;17.56;13.4;146.68;24.39;108.35;16.46;55.66;34.84;24.205;58.36;60.46;25.59;22.55;14.2625;14.05;52.08;43.77;25.73;55.5;17.3175;27.5925;50.06;73.84;8739.02
11/06/2009;20;25.63;50.66;37.61;20.1;71.9;25.23;17.43;13.46;145.15;24.23;109.4;16.35;56.05;34.94;24.29;57.67;60.58;26.19;22.83;14.155;14.63;52.01;43.57;24.05;55.55;16.68;27.7981;49.32;74.05;8770.92
12/06/2009;19.5671;25.16;51.44;37.73;19.91;72.67;25.06;17.34;13.51;145.64;24.15;108.21;16.31;56.06;35.13;24.445;58.36;61;26.08;23.33;14.1525;14.76;52.55;43.2;24.21;55.84;16.09;27.957;49.84;73.78;8799.26
15/06/2009;19.4414;25.23;49.52;36.12;19.36;71.08;24.25;16.68;13.15;143.01;23.85;107.62;15.97;54.75;34;24.055;57.78;59.31;24.96;23.45;13.985;14.13;51.33;42.56;23.51;54.72;16.1075;27.7794;48.46;72.81;8612.13
16/06/2009;19.4786;24.69;48.83;35.56;19.08;69.88;23.49;16.08;12.78;144.16;23.2;107.32;15.86;54.62;33.5;23.915;57.07;58.41;24.43;23.45;13.8325;14.16;50.1;42.37;24.02;54.58;15.615;27.6019;48.25;71.63;8504.67
17/06/2009;19.3686;23.95;48.55;34.8;19.2;68.83;23.68;16.13;12.25;139.73;23.65;107;16.14;55.2;32.73;23.965;57.37;59.04;24.77;23.68;13.6575;14.58;50.01;42.51;24.02;54.68;15.3375;27.8261;48.56;71.42;8497.18
18/06/2009;19.4114;24.1;48.96;34.08;18.99;68.43;23.72;16.15;11.97;143.09;23.35;106.33;15.87;55.79;34.17;24.775;58.16;59.31;25.65;23.5;14.075;14.92;51.17;42.53;25.45;54.93;15.3525;28.1158;48.68;71.44;8555.6
19/06/2009;19.9257;24.64;48.44;33.65;18.92;68.06;23.53;16.31;12.1;143.13;23.52;105.89;16.01;56.09;35;24.405;58.17;59.37;25.91;24.07;14.175;15;50.64;42.08;25.43;54.2;15.3425;27.714;48.17;71.05;8539.73
22/06/2009;19.6243;23.23;46.9;32.36;18.41;65.76;22.66;15.17;11.52;137.01;23.25;104.52;15.68;55.49;32.87;23.995;57.2;57.47;25.18;23.28;13.815;14.79;50.56;41.06;24.56;52.58;15.31;28.0504;48.59;68.84;8339.01
23/06/2009;19.1443;23.39;43.87;33;18.57;65.96;22.88;15.26;11.6;141.19;22.88;104.44;15.82;55.01;33.57;23.9;56.76;57.06;25.11;23.34;13.385;14.73;50.55;41;24.54;51.84;15.6675;28.5176;48.35;68.95;8322.91
24/06/2009;19.46;22.93;41.32;33.4;18.61;65.72;22.9;15.49;11.7;142.65;22.68;104.15;16.1;55.46;33.46;23.75;56.3;57.48;25.45;23.47;13.255;14.72;50.55;40.76;24.81;50.81;15.2725;28.7792;48.51;68.45;8299.86
25/06/2009;19.98;24.44;42.53;34.49;19.03;66.87;23.55;15.88;11.86;144.43;23.57;106.06;16.31;56.27;34.14;23.925;57.46;58.9;26.57;23.79;12.82;15.33;51.68;40.91;24.99;52.03;15.4875;29.0502;49.15;69.88;8472.4
26/06/2009;20.3429;23.76;41.88;34.56;18.91;65.95;23.43;16.05;11.75;146.74;23.61;105.68;16.3;56.6;34.45;24.065;57;59.26;27;23.37;12.71;15.19;51.75;40.88;24.77;51.55;15.955;28.9568;48.63;69.05;8438.39
29/06/2009;20.2814;24;42.65;34.74;18.99;66.88;23.66;16.07;11.76;149.36;23.87;105.83;16.38;56.96;34.6;24.145;57.23;59.96;27.85;23.86;12.9375;15.26;52.23;41.01;25.12;52.47;15.745;29.3025;48.76;70.58;8529.38
30/06/2009;20.3471;23.24;42.5;33.04;18.64;66.25;23.33;16.14;11.72;147.44;23.63;104.42;16.55;56.8;34.11;23.995;57.49;60.1;27.96;23.77;12.945;15;51.1;41.04;24.98;51.96;15.565;28.7138;48.44;69.91;8447
01/07/2009;20.4043;23;42.23;33.19;18.8;66.52;23.45;15.98;11.78;147.32;23.71;104.84;17.04;57.07;33.77;24.59;58.22;60.74;28.05;24.04;13.105;14.9;52;41.13;25.16;52.28;15.2;28.7979;48.37;70.56;8504.06
02/07/2009;20.0029;22.27;40.83;31.74;18.5;64.42;22.84;15.12;11.46;143.49;22.81;101.73;16.72;55.98;32.27;24.44;57.45;60.25;27.01;23.37;12.765;14.48;51.11;39.2;23.91;50.24;15.02;28.1999;47.79;68.49;8280.74
03/07/2009;20.0029;22.27;40.83;31.74;18.5;64.42;22.84;15.12;11.46;143.49;22.81;101.73;16.72;55.98;32.27;24.44;57.45;60.25;27.01;23.37;12.765;14.48;51.11;39.2;23.91;50.24;15.02;28.1999;47.79;68.49;8280.74
06/07/2009;19.8014;23.52;40.56;31.7;18.53;64.14;23.09;15.23;11.48;146.46;22.88;101.65;16.54;56.62;32.6;24.5;57.99;60.67;27.89;23.2;12.9775;14.57;52.17;39.94;24.09;50.9;15.1675;28.3681;47.73;68.1;8324.87
07/07/2009;19.3429;22.63;39.04;30.29;18.24;62.7;22.53;14.78;11.01;142.54;22.4;100.19;16.25;56.23;32.81;24.32;56.8;58.76;27.62;22.53;12.8025;14.59;51.91;39.04;25.17;49.43;14.9275;27.6953;47.84;66.56;8163.6
08/07/2009;19.6029;22.72;39.55;30.58;18.13;62.78;22.24;14.72;10.71;138.55;22.66;100.68;15.94;57.08;32.71;24.255;57.04;59.02;28.04;22.56;12.8775;14.61;52.64;39.07;24.67;49.68;14.8725;26.7703;48.37;66.26;8178.41
09/07/2009;19.48;22.8;39.3;30.65;18.17;63.08;22.53;14.76;10.86;143.21;22.68;102.08;16.02;56.69;33.62;24.355;56.77;59.09;27.01;22.46;12.765;14.29;52.41;39.05;24.94;49.65;15.11;26.7609;48.08;65.97;8183.17
10/07/2009;19.7886;23.22;39.65;30.53;18.34;61.4;22.41;14.66;10.78;141.87;22.52;100.83;16.04;56.93;32.34;24.155;57.05;59.79;26.45;22.39;12.825;14.2;52.22;39;24.67;49.64;14.965;26.7423;47.57;65.12;8146.52
13/07/2009;20.3343;24.52;40.44;31.8;18.57;62.44;22.7;15.29;11.46;149.44;23.11;103.62;16.49;57.72;34.71;24.525;57.27;60.49;26.82;23.23;12.885;14.76;52.98;40.4;25.01;51.42;15.0875;27.144;47.83;65.7;8331.68
14/07/2009;20.3243;24.46;40.41;31.93;18.73;63;23.11;15.38;11.64;149.66;23.68;103.25;16.83;58.23;34.7;24.645;57.46;60.63;27.16;23.11;12.975;14.9;53.54;39.54;24.77;51.58;15.0725;27.0506;48.13;66.22;8359.49
15/07/2009;20.9829;27.22;41.36;33.84;19.81;64.57;24.08;16.55;12.24;155.26;24.08;107.22;18.05;58.96;36.26;25.265;57.08;62;27.71;24.12;13.2325;15.02;54.65;40.35;24.91;53.75;15.6625;27.415;48.55;68.44;8616.21
16/07/2009;21.0743;28.28;42.05;34.15;20.12;64.89;24.79;16.44;12.4;156.84;24.4;110.64;18.5;59.25;36.13;25.395;57.22;63.4;27.87;24.44;13.2975;15.07;55.21;40.54;25.25;53.97;16.1025;27.5645;48.51;68.46;8711.82
17/07/2009;21.6786;28.03;41.36;33.99;20.51;65.12;24.51;16.99;11.65;156.84;24.67;115.42;18.79;59.23;36.89;25.16;57.84;62.92;27.68;24.29;13.11;14.96;55.92;40.42;25.09;53.8;16.025;27.6486;48.49;68.52;8743.94
20/07/2009;21.8557;28.89;42.2;36.65;21.15;65.64;25.37;17.81;11.67;160.03;24.8;116.44;18.9;59.06;36.98;25.515;58.28;63.84;27.94;24.53;13.2075;15.26;55.56;40.47;24.84;54.97;16.78;27.8168;48.82;68.94;8848.15
21/07/2009;21.6571;29.38;43.02;39.46;21.59;66.25;25.2;18.34;11.47;159.8;24.46;117.04;18.9;59.49;36.94;25.175;58.63;64.2;29.65;24.83;13.0175;15.7;55.49;40.71;25.59;53.97;16.7875;28.3307;48.86;70.47;8915.94
22/07/2009;22.3914;28.76;42;38.66;21.45;65.94;25.38;19.03;11.63;160.46;24.77;115.57;19.14;59.19;36.83;24.565;58.82;64.67;29.45;24.8;12.8825;15.87;54.87;41.36;26;53.12;16.7125;28.1532;49.17;69.99;8881.26
23/07/2009;22.5529;29.45;41.95;41.26;21.9;67.89;26.8;20.06;11.95;165.45;25.28;117.13;19.48;60.22;38.15;24.59;56.09;69.43;30.25;25.56;12.785;16.15;55.16;42.61;27.05;53.38;16.7975;29.2184;48.76;71.61;9069.29
24/07/2009;22.8429;29.51;42.37;42;21.88;68.43;26.58;20.19;12.03;164.72;25.32;117.64;19.36;61.51;37.92;24.68;56.08;69.42;30.99;23.45;13.0425;16.48;55.84;43.22;27.32;52.23;16.8225;29.4333;48.94;72.29;9093.24
27/07/2009;22.8714;28.38;42.24;42.86;21.84;68.85;26.45;20.13;12.32;163.87;25.16;117.63;19.47;61.27;38.13;24.76;55.97;69.91;30.77;23.11;13.0925;16.62;55.78;43.54;27.62;52.11;17.0475;28.9661;48.97;72.75;9108.51
28/07/2009;22.8571;27.68;43.25;42.9;21.93;68.34;26.37;20.21;12.52;160.54;25.39;117.28;19.37;60.92;38.08;24.695;56.47;69.88;30.02;23.47;13.2275;16.03;55.71;43.35;29.08;52.44;16.575;29.3399;48.92;71.89;9096.72
29/07/2009;22.8614;27.75;43.37;41.83;21.72;67.12;25.89;20.27;12.26;159.44;25.39;117.26;19.4;61.16;37.77;24.64;56.41;68.72;29.87;23.8;13.5925;15.75;56.12;42.63;28.41;53.2;16.695;29.8818;49.37;71.43;9070.72
30/07/2009;23.2557;28.23;43.24;43.41;21.98;67.7;26.22;21.53;13.11;162.42;25.85;117.86;19.33;61.79;38.47;24.835;55.59;69.9;29.94;23.81;14.0225;15.94;56.23;41.94;28.1;54.23;16.8025;30.1902;49.98;70.72;9154.46
31/07/2009;23.3414;28.33;42.91;44.06;22.01;69.47;25.12;21.17;13.4;163.3;25.94;117.93;19.25;60.89;38.65;24.92;55.06;70.52;30.01;23.52;14.16;15.93;55.51;43.07;28.06;54.47;16.365;29.9659;49.88;70.39;9171.61
03/08/2009;23.7757;28.65;43.79;45.12;22.56;70.4;25.52;22.47;13.72;164.1;26.32;119.92;19.37;61.1;39.6;24.8;55.13;72.14;30.02;23.83;14.155;16.04;55.61;45.02;27.36;55.18;17.2775;29.9285;49.84;70.65;9286.56
04/08/2009;23.65;28.71;44.16;47.89;22.44;70.41;25.64;23.03;13.82;165.17;26.29;119.6;19.32;61.06;40.21;24.75;55.01;72.03;29.84;23.77;14.385;16.07;55.46;46.26;26.93;54.79;17.275;29.7697;49.85;70.6;9320.19
05/08/2009;23.5871;30.36;44.03;46.64;22.15;69.79;25.27;23.64;13.99;168.64;26.33;118.47;18.86;60.45;41.78;24.585;55.09;71.83;29.61;23.81;14.255;15.87;53.91;46.58;26.18;54.22;17.095;29.2184;49.2;70.03;9280.97
06/08/2009;23.4157;31.31;45.52;47.14;22.29;69.25;25.37;23.28;14.31;166.75;26.54;117.38;18.7;59.93;40.75;24.695;54.84;72.4;29.36;23.46;14.405;15.79;51.46;46.78;25.98;55.06;17.1625;28.9287;48.98;69.73;9256.26
07/08/2009;23.6586;32.69;46.69;47.78;22.18;69.5;26.69;23.05;14.7;163.65;27.26;119.33;18.66;59.9;42.36;24.67;55.2;72.9;30.1;23.57;14.5175;15.96;52.03;47.46;26.51;55.59;17.2925;29.0409;49.29;69.47;9370.07
10/08/2009;23.5314;32.34;45.77;47.15;21.64;69.23;26.44;22.33;14.57;160.36;27.1;118.7;18.76;60.72;42.69;24.72;56.27;70.91;30.6;23.42;14.285;15.91;52.17;46.42;27.07;55.89;17.22;28.8914;49.72;69.18;9337.95
11/08/2009;23.2614;31.51;45.39;46.28;21.17;67.94;25.9;22.43;13.99;159.22;26.89;117.79;18.64;60.22;41.24;24.52;56.02;71.34;30.33;23.15;14.1975;15.83;51.93;44.93;27.82;55.77;17.1525;28.5923;50.04;68.13;9241.45
12/08/2009;23.6157;31.8;46.34;47.58;21.43;68.72;26.22;22.43;14.13;163.76;27.2;119.29;18.81;60.59;42.21;24.23;56.26;72.33;30.74;23.53;14.38;15.86;52.08;46.43;27.79;58.17;17.1125;29.1623;50.51;69.11;9361.61
13/08/2009;24.06;31.98;46.62;47.17;21.51;68.53;26.26;22.84;14.1;164.48;27.68;119.58;19.05;60.32;42.9;24.06;55.78;72.6;30.98;23.62;14.4525;15.8;52.3;47.47;28.37;57.4;17.17;29.0035;51.88;68.75;9398.19
14/08/2009;23.8257;31.72;44.87;46;21.31;68.63;25.86;22.13;13.92;162.73;27.14;118.57;18.77;60.08;42.45;24.235;55.27;71.32;30.98;23.7;14.215;15.77;52.37;47.25;28.06;57.21;16.95;29.0409;51.79;68.21;9321.4
17/08/2009;22.81;30.39;44.16;43.95;20.73;66.59;25.09;20.91;13.36;157.25;26.11;116.86;18.46;59.82;40.73;24.35;54.5;70.08;30.88;23.25;13.86;15.88;52.21;46.61;28.48;56.13;16.6075;28.2373;51.57;66.55;9135.34
18/08/2009;23.4329;31.69;43.78;45.11;21.01;66.94;25.2;21.1;13.59;160.48;26.93;117.63;18.79;59.8;41.7;24.305;55.26;70.35;30.71;23.58;13.9025;15.98;52.45;47.51;28.18;56.81;16.7525;28.2933;51.36;66.49;9217.94
19/08/2009;23.52;31.7;43.52;45.17;21.24;68.16;25.48;21.45;13.53;159.93;26.75;118.57;18.8;60.37;41.41;24.68;55.65;70.79;31.48;23.64;14.1925;16.37;52.8;47.96;28.18;56;16.8;28.4335;51.67;68;9279.16
20/08/2009;23.7614;32.52;44.74;45.5;21.89;68.62;25.89;21.48;13.81;162.33;26.68;118.95;18.71;60.95;42.42;24.71;56.14;71.23;31.34;23.67;14.25;16.23;53.02;47.81;28.39;57.26;16.9525;28.6951;51.71;68.59;9350.05
21/08/2009;24.1743;32.85;45.87;47.3;22.19;69.73;26.79;22.63;14.21;163.51;27.5;119.9;18.9;61.03;43.66;24.955;56.27;72.64;32.56;24.41;13.9125;16.64;53.58;48.2;28.92;58.71;17.25;29.3118;51.36;69.92;9505.96
24/08/2009;24.1514;32.67;47.13;47.56;22.06;70.76;26.8;22.27;14.2;162.58;27.03;119.32;18.76;61.28;43.01;24.53;55.91;72.56;32.5;24.64;14;16.73;53.34;47.95;29.69;59.3;16.9875;29.3492;51.55;71.3;9509.28
25/08/2009;24.2;32.82;48.25;47.83;22;70.65;26.87;21.56;14.3;164.94;27.32;118.83;19.1;61.14;43.58;24.37;56.45;72.68;32.95;24.64;13.79;16.8;53.4;48.43;29.92;59.71;17.245;29.2558;51.67;70.68;9539.29
26/08/2009;23.9157;33.14;47.82;47.25;21.93;71.09;27;21.56;14.11;165.95;27.57;119.47;19.43;60.63;43.3;24.59;57;71.42;32.68;24.55;13.8625;16.77;53.36;48.79;28.93;59.77;17.55;29.4146;51.8;71.37;9543.52
27/08/2009;24.2057;33.96;51.82;47.08;21.88;71;27.01;21.26;14.19;165.02;27.55;119.43;19.47;60.49;43.45;24.72;57.16;71.63;32.87;24.69;14.2075;16.86;53.06;49.2;28.94;60.01;17.4275;29.0128;51.24;70.86;9580.63
28/08/2009;24.2929;34.24;51.04;46.71;22;70.68;26.84;21.89;14.08;164.42;27.69;118.22;20.25;60.29;42.92;24.53;56.07;71.92;32.32;24.68;14.045;16.81;53.19;49.61;28.18;59.64;17.625;28.9848;51.13;70.12;9544.2
31/08/2009;24.03;33.82;49.67;45.31;21.6;69.94;26.04;21.29;13.9;165.46;27.29;118.05;20.32;60.44;43.46;24.385;56.24;72.1;32.43;24.65;13.8475;16.7;54.11;50.42;28;59.36;17.775;29.0035;50.87;69.15;9496.28
01/09/2009;23.6143;31.98;48.77;43.84;21.17;68.48;25.68;20.28;13.34;160.17;26.74;116.69;19.72;59.94;41.67;24.265;55.64;70.12;31.79;24;13.59;16.38;53.02;49.26;27.33;59.06;17.545;28.3774;50.97;68.41;9310.6
02/09/2009;23.5971;31.95;48.4;43.51;21.55;68.04;25.4;20.05;13.2;158.54;26.53;116.09;19.47;59.76;40.86;24.9;55.37;70.58;30.81;23.86;13.3275;16.28;52.8;49.15;28.66;58.85;17.525;28.1625;50.92;68.18;9280.67
03/09/2009;23.79;32.46;48.46;45.04;21.49;68.33;25.44;20.16;13.45;161.66;26.9;116.33;19.42;59.69;42.11;24.79;55.57;71.02;30.24;24.11;13.4325;16.08;52.87;49.92;28.87;59.65;17.7275;28.256;51.74;68.26;9344.61
04/09/2009;24.33;32.84;49.15;46.11;21.84;68.96;25.9;21.31;13.87;162.97;27.03;117.46;19.64;60.32;42.34;24.975;56.14;71.35;30.7;24.62;13.5575;16.39;52.86;50.12;28.88;60.52;17.59;28.5923;51.68;69.18;9441.27
07/09/2009;24.33;32.84;49.15;46.11;21.84;68.96;25.9;21.31;13.87;162.97;27.03;117.46;19.64;60.32;42.34;24.975;56.14;71.35;30.7;24.62;13.5575;16.39;52.86;50.12;28.88;60.52;17.59;28.5923;51.68;69.18;9441.27
08/09/2009;24.7043;33.49;49.5;46.97;21.92;70.48;26.28;21.89;14.5;167.22;27.48;117.16;19.8;60.57;42.54;25.205;56.22;71.69;30.97;24.82;13.81;16.21;54.2;48.97;27.84;60.38;17.7375;28.9194;51.4;70.65;9497.34
09/09/2009;24.4486;34.09;50.53;48.41;22.23;70.33;26.95;22.92;14.87;170.27;27.38;116.76;19.93;60.92;42.86;25.315;55.09;73.18;31.55;24.78;13.8375;16.17;53.76;49.14;28.4;61.24;17.62;28.8633;51.11;70.5;9547.22
10/09/2009;24.6571;34.4;50.49;48.69;23.01;71.45;28.36;23.49;14.8;174.87;27.53;117.67;19.76;60.66;43.02;25.29;54.85;74.39;31.96;25;13.855;16.34;56.04;48.52;29.11;61.95;18.0775;29.2931;51.03;70.65;9627.48
11/09/2009;24.5943;34.17;51.35;48.53;23.09;70.75;28.42;23.59;14.67;174.7;27.34;118.05;19.51;60.42;42.5;25.755;54.39;74;32.54;24.86;13.7475;16.25;55.64;48.41;29.07;61.99;18.0725;29.209;50.72;69.98;9605.41
14/09/2009;24.8171;33.92;50.97;48.77;22.79;71.04;28.08;25.21;15.35;177.71;27.51;118.88;19.36;60.34;43.75;26.08;54.23;74.56;32.89;25;13.7275;16.36;55.3;48.99;28.76;61.56;18.2175;29.0315;50.38;70;9626.8
15/09/2009;25.0229;34.65;52.07;51.7;22.98;71.63;28.29;25.83;16;176.66;27.41;119.35;19.55;60.15;43.19;26.225;54.98;74.68;32.7;25.21;13.6725;16.21;55.03;49.01;27.7;61.29;18.3;28.9661;49.93;69.49;9683.41
16/09/2009;25.9814;35.84;52.36;52.62;23.36;72.45;28.37;25.96;17;179.87;28.06;121.82;19.65;60.19;44.65;26.335;56.47;75.38;32.17;25.18;14.295;16.42;55.31;48.85;29.29;61.95;18.5225;28.4148;50.04;70.34;9791.71
17/09/2009;26.3643;35;52.88;53.89;23.39;71.97;28.46;26.33;16.66;181.46;27.92;121.88;19.41;60.77;44.96;26.71;56.46;74.89;32.01;25.3;14.5225;16.32;55.53;47.7;29.34;62.52;18.455;27.5739;49.96;69.84;9783.92
18/09/2009;26.4314;34.77;53.02;53.42;23.4;72.64;28.44;26.75;16.5;183.18;28.23;122.11;19.55;60.78;44.95;26.88;57;74.62;31.88;25.26;14.6475;16.51;57.32;47.37;28.58;62.82;18.4475;27.6486;50.11;69.99;9820.2
21/09/2009;26.2886;33.76;52.86;52.46;23.66;72.05;28;26;16.76;182.39;28.14;121.57;19.54;60.67;44.55;26.5;56.14;74.54;31.82;25.3;14.6375;16.64;57.1;47.79;28.59;62.67;18.3475;27.5552;50.91;69.57;9778.86
